timestamps,x_values,y_values,eye_tracker,ivt,idt
80.55,390,142,fixation,fixation,fixation
80.56,381,107,saccade,saccade,fixation
80.57,379,111,saccade,fixation,fixation
80.58,385,112,outlier,fixation,fixation
80.59,388,121,outlier,fixation,fixation
80.60,389,121,outlier,fixation,fixation
80.60,396,133,outlier,fixation,fixation
80.61,416,186,saccade,saccade,fixation
80.62,414,184,saccade,fixation,fixation
80.63,430,179,outlier,fixation,fixation
80.64,473,157,saccade,saccade,saccade
80.65,557,122,saccade,saccade,saccade
80.65,718,95,saccade,saccade,saccade
80.66,882,89,saccade,saccade,saccade
80.67,980,89,saccade,saccade,saccade
80.68,1033,78,saccade,saccade,fixation
80.69,1042,83,saccade,fixation,fixation
80.70,1045,69,outlier,fixation,fixation
80.70,1047,79,outlier,fixation,fixation
80.71,1042,121,saccade,saccade,fixation
80.72,1042,108,saccade,fixation,fixation
80.73,1051,101,outlier,fixation,fixation
80.74,1049,92,outlier,fixation,fixation
80.75,1047,90,outlier,fixation,fixation
80.75,1044,86,outlier,fixation,fixation
80.76,1046,103,outlier,fixation,fixation
80.77,1044,101,outlier,fixation,fixation
80.78,1046,130,saccade,fixation,fixation
80.79,1037,132,saccade,fixation,fixation
80.80,1048,122,outlier,fixation,fixation
80.80,1050,74,saccade,saccade,fixation
80.81,1054,66,saccade,fixation,fixation
80.82,1001,115,fixation,saccade,fixation
80.83,1053,70,fixation,saccade,fixation
80.84,1063,66,fixation,fixation,fixation
80.85,1002,118,fixation,saccade,fixation
80.85,1059,77,fixation,saccade,fixation
80.86,1059,72,fixation,fixation,fixation
80.87,994,121,fixation,saccade,fixation
80.88,1054,69,fixation,saccade,fixation
80.89,1062,68,fixation,fixation,fixation
80.90,1012,129,fixation,saccade,fixation
80.90,1069,67,fixation,saccade,fixation
80.91,1060,67,fixation,fixation,fixation
80.92,1047,64,fixation,fixation,fixation
80.93,1000,61,saccade,saccade,fixation
80.94,926,-59,saccade,saccade,saccade
80.95,918,-39,saccade,fixation,fixation
80.95,877,-30,saccade,saccade,fixation
80.96,865,-33,saccade,fixation,fixation
80.97,868,-24,fixation,fixation,fixation
80.98,889,-50,fixation,fixation,fixation
80.99,894,-44,fixation,fixation,fixation
81.00,889,-48,fixation,fixation,fixation
81.00,884,-46,fixation,fixation,fixation
81.03,868,-10,fixation,fixation,fixation
81.04,872,-26,fixation,fixation,fixation
81.05,871,-33,fixation,fixation,fixation
81.05,869,-32,fixation,fixation,fixation
81.06,865,-48,fixation,fixation,fixation
81.07,869,-52,fixation,fixation,fixation
81.08,876,-49,fixation,fixation,fixation
81.09,872,-35,fixation,fixation,fixation
81.10,873,-41,fixation,fixation,fixation
81.10,874,-35,fixation,fixation,fixation
81.11,879,-46,fixation,fixation,fixation
81.12,880,-42,fixation,fixation,fixation
81.13,875,-41,fixation,fixation,fixation
81.14,865,-50,fixation,fixation,fixation
81.15,871,-46,fixation,fixation,fixation
81.15,870,-67,fixation,fixation,fixation
81.16,864,-75,fixation,fixation,fixation
81.17,864,-57,fixation,fixation,fixation
81.18,867,-51,fixation,fixation,fixation
81.19,873,-49,fixation,fixation,fixation
81.20,876,-41,fixation,fixation,fixation
81.20,874,-48,fixation,fixation,fixation
81.21,870,-58,fixation,fixation,fixation
81.22,869,-58,fixation,fixation,fixation
81.23,856,-24,saccade,saccade,fixation
81.24,829,22,saccade,saccade,saccade
81.25,791,93,saccade,saccade,saccade
81.25,732,261,saccade,saccade,saccade
81.26,707,305,saccade,saccade,saccade
81.27,666,293,saccade,saccade,saccade
81.28,676,367,saccade,saccade,saccade
81.29,654,329,saccade,saccade,saccade
81.30,653,330,fixation,fixation,saccade
81.30,658,334,fixation,fixation,saccade
81.31,688,382,fixation,saccade,saccade
81.32,661,342,fixation,saccade,fixation
81.33,655,336,fixation,fixation,fixation
81.34,647,343,fixation,fixation,fixation
81.35,655,353,fixation,fixation,fixation
81.35,651,356,fixation,fixation,fixation
81.36,653,343,fixation,fixation,fixation
81.37,650,328,fixation,fixation,fixation
81.38,693,381,fixation,saccade,fixation
81.39,661,341,saccade,saccade,fixation
81.40,681,388,outlier,saccade,fixation
81.40,654,348,saccade,saccade,fixation
81.41,656,365,outlier,fixation,fixation
81.42,655,354,outlier,fixation,fixation
81.43,651,358,outlier,fixation,fixation
81.44,696,395,outlier,saccade,fixation
81.45,666,331,saccade,saccade,fixation
81.45,696,393,outlier,saccade,fixation
81.46,654,350,saccade,saccade,fixation
81.47,653,346,fixation,fixation,fixation
81.48,671,390,fixation,saccade,fixation
81.49,634,345,fixation,saccade,fixation
81.50,645,361,fixation,fixation,fixation
81.50,636,333,fixation,fixation,fixation
81.51,637,338,fixation,fixation,fixation
81.52,644,347,fixation,fixation,fixation
81.53,647,359,fixation,fixation,fixation
81.54,646,362,fixation,fixation,fixation
81.55,641,353,fixation,fixation,fixation
81.55,638,349,fixation,fixation,fixation
81.56,664,319,fixation,saccade,fixation
81.57,598,347,saccade,saccade,fixation
81.58,468,367,saccade,saccade,saccade
81.59,417,337,saccade,saccade,saccade
81.60,335,381,saccade,saccade,saccade
81.60,346,391,saccade,fixation,saccade
81.61,384,295,outlier,saccade,saccade
81.62,343,380,outlier,saccade,fixation
81.63,318,374,saccade,fixation,fixation
81.64,315,380,saccade,fixation,fixation
81.65,306,370,fixation,fixation,fixation
81.65,318,370,fixation,fixation,fixation
81.66,315,374,fixation,fixation,fixation
81.67,322,394,fixation,fixation,fixation
81.68,320,395,fixation,fixation,fixation
81.69,324,378,fixation,fixation,fixation
81.70,324,370,fixation,fixation,fixation
81.70,317,357,fixation,fixation,fixation
81.71,294,342,saccade,fixation,fixation
81.72,301,350,fixation,fixation,fixation
81.73,305,359,fixation,fixation,fixation
81.74,333,388,fixation,saccade,fixation
81.75,315,352,fixation,saccade,fixation
81.75,312,345,fixation,fixation,fixation
81.76,304,342,fixation,fixation,fixation
81.77,301,363,fixation,fixation,fixation
81.78,314,368,fixation,fixation,fixation
81.79,300,373,fixation,fixation,fixation
81.80,302,375,fixation,fixation,fixation
81.80,306,378,fixation,fixation,fixation
81.81,295,350,fixation,fixation,fixation
81.82,315,367,fixation,fixation,fixation
81.83,324,360,fixation,fixation,fixation
81.84,295,327,saccade,saccade,fixation
81.85,305,318,saccade,fixation,fixation
81.85,315,315,outlier,fixation,fixation
81.86,324,306,outlier,fixation,saccade
81.87,294,280,saccade,saccade,fixation
81.88,301,280,saccade,fixation,fixation
81.89,286,254,outlier,fixation,fixation
81.90,302,276,outlier,fixation,fixation
81.90,287,281,outlier,fixation,fixation
81.91,276,285,outlier,fixation,fixation
81.92,249,268,saccade,fixation,fixation
81.93,263,266,outlier,fixation,fixation
81.94,280,261,outlier,fixation,fixation
81.95,301,276,saccade,fixation,fixation
81.95,294,269,fixation,fixation,fixation
81.96,291,281,fixation,fixation,fixation
81.97,281,275,fixation,fixation,fixation
81.98,283,288,fixation,fixation,fixation
81.99,279,293,fixation,fixation,fixation
82.00,282,295,fixation,fixation,fixation
82.00,299,291,fixation,fixation,fixation
82.01,307,277,fixation,fixation,fixation
82.02,318,283,fixation,fixation,fixation
82.03,314,287,fixation,fixation,fixation
82.04,310,316,saccade,fixation,fixation
82.05,305,313,saccade,fixation,fixation
82.05,312,326,outlier,fixation,fixation
82.06,291,291,saccade,saccade,fixation
82.15,345,264,saccade,fixation,fixation
82.16,356,223,saccade,saccade,fixation
82.17,385,237,saccade,fixation,saccade
82.18,406,204,saccade,saccade,saccade
82.19,426,228,saccade,fixation,saccade
82.20,409,192,fixation,saccade,saccade
82.20,407,204,fixation,fixation,saccade
82.21,431,138,fixation,saccade,saccade
82.22,420,228,fixation,saccade,saccade
82.23,427,238,fixation,fixation,saccade
82.24,451,284,fixation,saccade,saccade
82.25,453,276,fixation,fixation,saccade
82.25,415,219,fixation,saccade,saccade
82.26,418,221,fixation,fixation,saccade
82.27,419,222,fixation,fixation,saccade
82.28,447,279,saccade,saccade,saccade
82.29,441,262,saccade,fixation,saccade
82.30,421,245,outlier,fixation,saccade
82.30,427,239,saccade,fixation,saccade
82.31,425,241,outlier,fixation,saccade
82.32,424,240,outlier,fixation,saccade
82.33,393,245,outlier,fixation,saccade
82.34,405,238,outlier,fixation,saccade
82.35,469,249,saccade,saccade,saccade
82.36,660,268,saccade,saccade,saccade
82.37,771,274,saccade,saccade,saccade
82.38,1105,284,saccade,saccade,saccade
82.39,1183,245,saccade,saccade,saccade
82.40,1168,250,saccade,fixation,saccade
82.42,1169,253,saccade,fixation,saccade
82.43,1155,251,outlier,fixation,saccade
82.45,1145,272,outlier,fixation,saccade
82.45,1121,313,saccade,saccade,saccade
82.46,1101,332,saccade,fixation,saccade
82.47,1123,320,outlier,fixation,saccade
82.48,1128,291,outlier,fixation,saccade
82.49,1112,331,saccade,saccade,saccade
82.50,1153,254,saccade,saccade,saccade
82.50,1155,281,saccade,fixation,saccade
82.51,1158,279,outlier,fixation,saccade
82.52,1148,279,outlier,fixation,saccade
82.53,1137,258,outlier,fixation,saccade
82.54,1138,260,outlier,fixation,saccade
82.55,1138,282,outlier,fixation,saccade
82.55,1140,286,outlier,fixation,saccade
82.56,1153,254,saccade,fixation,saccade
82.57,1156,244,saccade,fixation,saccade
82.58,1156,261,fixation,fixation,fixation
82.59,1148,231,fixation,fixation,fixation
82.60,1146,235,fixation,fixation,fixation
82.60,1152,213,fixation,fixation,fixation
82.61,1157,259,fixation,saccade,fixation
82.62,1163,261,fixation,fixation,fixation
82.63,1162,233,fixation,fixation,fixation
82.64,1167,245,fixation,fixation,fixation
82.65,1162,247,fixation,fixation,fixation
82.65,1162,238,fixation,fixation,fixation
82.66,1150,255,fixation,fixation,fixation
82.67,1150,220,saccade,saccade,fixation
82.68,1162,216,outlier,fixation,fixation
82.69,1165,228,outlier,fixation,fixation
82.70,1170,228,outlier,fixation,fixation
82.70,1162,212,outlier,fixation,fixation
82.71,1157,220,outlier,fixation,fixation
82.72,1155,238,outlier,fixation,fixation
82.73,1157,259,saccade,fixation,fixation
82.74,1148,251,outlier,fixation,fixation
82.75,1143,264,outlier,fixation,fixation
82.75,1135,263,outlier,fixation,fixation
82.76,1136,268,outlier,fixation,fixation
82.77,1138,282,outlier,fixation,fixation
82.78,1165,217,saccade,saccade,fixation
82.79,1156,235,saccade,fixation,fixation
82.80,1155,237,outlier,fixation,fixation
82.80,1146,278,saccade,saccade,fixation
82.81,1141,284,saccade,fixation,fixation
82.82,1164,263,outlier,fixation,fixation
82.83,1174,248,saccade,fixation,fixation
82.84,1168,237,saccade,fixation,fixation
82.85,1180,236,outlier,fixation,fixation
82.85,1174,228,outlier,fixation,fixation
82.86,1181,209,outlier,fixation,fixation
82.87,1178,214,outlier,fixation,fixation
82.88,1173,268,saccade,saccade,fixation
82.89,1166,279,saccade,fixation,fixation
82.90,1169,287,outlier,fixation,fixation
82.90,1152,254,saccade,saccade,fixation
82.91,1166,213,saccade,saccade,fixation
82.92,1153,229,saccade,fixation,fixation
82.93,1157,233,outlier,fixation,fixation
82.94,1065,293,outlier,saccade,saccade
82.95,1138,195,saccade,saccade,saccade
82.95,935,314,saccade,saccade,saccade
82.96,891,300,saccade,saccade,fixation
82.97,875,278,saccade,fixation,fixation
82.98,852,278,outlier,fixation,fixation
82.99,909,285,outlier,saccade,fixation
83.00,876,310,outlier,saccade,fixation
83.00,885,260,outlier,saccade,fixation
83.01,873,263,outlier,fixation,fixation
83.02,882,265,outlier,fixation,fixation
83.03,886,296,saccade,fixation,fixation
83.04,883,303,saccade,fixation,fixation
83.05,880,317,fixation,fixation,fixation
83.05,873,283,fixation,fixation,fixation
83.06,863,290,fixation,fixation,fixation
83.07,858,273,fixation,fixation,fixation
83.08,869,288,fixation,fixation,fixation
83.09,876,288,fixation,fixation,fixation
83.10,879,266,fixation,fixation,fixation
83.10,883,292,fixation,fixation,fixation
83.11,882,322,fixation,fixation,fixation
83.12,882,306,fixation,fixation,fixation
83.13,873,307,fixation,fixation,fixation
83.14,862,288,saccade,fixation,fixation
83.15,852,287,saccade,fixation,fixation
83.15,802,336,saccade,saccade,saccade
83.16,703,297,saccade,saccade,fixation
83.17,681,286,saccade,fixation,fixation
83.18,681,281,outlier,fixation,fixation
83.20,699,341,saccade,saccade,fixation
83.21,699,319,saccade,fixation,fixation
83.22,693,302,fixation,fixation,fixation
83.23,680,282,fixation,fixation,fixation
83.24,672,277,fixation,fixation,fixation
83.25,675,286,fixation,fixation,fixation
83.25,676,277,fixation,fixation,fixation
83.26,662,293,fixation,fixation,fixation
83.27,639,327,fixation,saccade,fixation
83.28,681,304,fixation,saccade,fixation
83.29,676,301,fixation,fixation,fixation
83.30,679,291,fixation,fixation,fixation
83.30,686,309,fixation,fixation,fixation
83.31,701,323,fixation,fixation,fixation
83.32,686,349,fixation,fixation,fixation
83.33,696,316,fixation,fixation,fixation
83.34,693,305,fixation,fixation,fixation
83.35,708,305,fixation,fixation,fixation
83.35,713,309,fixation,fixation,fixation
83.36,687,308,fixation,fixation,fixation
83.37,690,317,fixation,fixation,fixation
83.38,689,306,fixation,fixation,fixation
83.39,669,283,fixation,fixation,fixation
83.40,680,295,fixation,fixation,fixation
83.40,665,277,fixation,fixation,fixation
83.41,703,310,fixation,saccade,fixation
83.42,690,280,fixation,fixation,fixation
83.43,689,284,fixation,fixation,fixation
83.44,667,294,fixation,fixation,fixation
83.45,683,301,fixation,fixation,fixation
83.45,676,304,fixation,fixation,fixation
83.46,682,298,fixation,fixation,fixation
83.47,692,300,fixation,fixation,fixation
83.48,692,304,fixation,fixation,fixation
83.49,688,321,fixation,fixation,fixation
83.50,681,314,fixation,fixation,fixation
83.50,680,278,fixation,saccade,fixation
83.51,683,294,fixation,fixation,fixation
83.52,689,301,fixation,fixation,fixation
83.53,696,318,fixation,fixation,fixation
83.54,687,310,fixation,fixation,fixation
83.55,691,315,fixation,fixation,fixation
83.55,672,286,fixation,fixation,fixation
83.56,671,303,fixation,fixation,fixation
83.57,663,319,fixation,fixation,fixation
83.58,662,302,fixation,fixation,fixation
83.59,668,295,fixation,fixation,fixation
83.60,668,299,fixation,fixation,fixation
83.60,676,313,fixation,fixation,fixation
83.61,667,316,fixation,fixation,fixation
83.62,685,329,fixation,fixation,fixation
83.63,699,346,saccade,fixation,fixation
83.64,703,343,outlier,fixation,fixation
83.65,682,295,saccade,saccade,fixation
83.65,674,311,saccade,fixation,fixation
83.66,676,306,outlier,fixation,fixation
83.67,684,319,outlier,fixation,fixation
83.68,657,324,outlier,fixation,fixation
83.69,573,416,saccade,saccade,saccade
83.70,617,375,saccade,saccade,saccade
83.70,603,417,saccade,saccade,saccade
83.71,574,464,saccade,saccade,saccade
83.72,533,515,saccade,saccade,saccade
83.73,545,430,saccade,saccade,saccade
83.74,512,456,saccade,saccade,saccade
83.75,548,415,outlier,saccade,saccade
83.75,551,443,saccade,fixation,saccade
83.76,586,443,saccade,fixation,saccade
83.77,666,450,saccade,saccade,saccade
83.78,823,474,saccade,saccade,saccade
83.79,950,519,saccade,saccade,saccade
83.80,1007,569,saccade,saccade,saccade
83.80,1028,577,saccade,fixation,saccade
83.81,1031,577,outlier,fixation,fixation
83.82,1023,555,outlier,fixation,fixation
83.83,1026,554,outlier,fixation,fixation
83.85,1024,577,saccade,saccade,fixation
83.86,1018,610,saccade,fixation,fixation
83.87,1028,611,saccade,fixation,fixation
83.88,1046,525,saccade,saccade,fixation
83.89,1046,534,saccade,fixation,fixation
83.90,1048,511,outlier,fixation,fixation
83.90,1052,558,outlier,saccade,fixation
83.91,1061,548,outlier,fixation,fixation
83.92,1051,566,outlier,fixation,fixation
83.93,1047,557,outlier,fixation,fixation
83.94,1027,544,outlier,fixation,fixation
83.95,1029,532,outlier,fixation,fixation
83.95,1025,578,saccade,saccade,fixation
83.96,1031,569,saccade,fixation,fixation
83.97,1030,579,outlier,fixation,fixation
83.98,1032,547,saccade,fixation,fixation
83.99,1049,532,saccade,fixation,fixation
84.00,1081,524,saccade,fixation,fixation
84.00,1074,557,saccade,fixation,fixation
84.01,1035,541,saccade,saccade,fixation
84.02,1020,557,saccade,fixation,fixation
84.03,955,544,saccade,saccade,saccade
84.04,901,473,saccade,saccade,fixation
84.05,914,467,saccade,fixation,fixation
84.05,922,478,outlier,fixation,fixation
84.06,909,496,outlier,fixation,fixation
84.07,907,510,saccade,fixation,fixation
84.08,905,502,outlier,fixation,fixation
84.09,908,508,outlier,fixation,fixation
84.10,942,531,saccade,saccade,fixation
84.10,939,512,saccade,fixation,fixation
84.11,939,508,outlier,fixation,fixation
84.12,936,521,outlier,fixation,fixation
84.13,913,512,outlier,fixation,fixation
84.14,940,515,outlier,fixation,fixation
84.15,932,511,outlier,fixation,fixation
84.15,918,478,saccade,saccade,fixation
84.16,922,488,saccade,fixation,fixation
84.17,919,485,outlier,fixation,fixation
84.18,933,511,outlier,fixation,fixation
84.19,940,471,saccade,saccade,fixation
84.20,928,519,saccade,saccade,fixation
84.20,918,516,fixation,fixation,fixation
84.21,916,536,fixation,fixation,fixation
84.22,917,534,fixation,fixation,fixation
84.23,903,517,fixation,fixation,fixation
84.24,918,492,fixation,fixation,fixation
84.25,915,496,fixation,fixation,fixation
84.25,927,500,fixation,fixation,fixation
84.26,918,513,fixation,fixation,fixation
84.27,921,508,fixation,fixation,fixation
84.28,911,500,fixation,fixation,fixation
84.29,920,510,fixation,fixation,fixation
84.30,927,508,fixation,fixation,fixation
84.30,891,569,saccade,saccade,saccade
84.31,799,664,saccade,saccade,saccade
84.32,681,735,saccade,saccade,saccade
84.33,751,780,saccade,saccade,saccade
